,zpid,price,priceLabel,beds,baths,area,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,shouldShowZestimateAsPrice,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,variableData.data.isFresh,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.isShowcaseListing,buildingId,lotId,minBeds,minBaths,minArea,plid,unitCount,isBuilding,badgeInfo,canSaveBuilding,streetViewMetadataURL,streetViewURL,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceChange,hdpData.homeInfo.unit,hdpData.homeInfo.priceReduction,hdpData.homeInfo.videoCount,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit
55,16866865,"$4,750/mo",$4.8K,4,2,1957,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/9528d5f5b68376a5235325de5a9d1c83-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/11519-Mesa-Madera-Ct-San-Diego-CA-92131/16866865_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"11519 Mesa Madera Ct, San Diego, CA 92131",FALSE,FALSE,FALSE,8/1/2023 0:00,450990295,32.90583,-117.086876,TIME_ON_INFO,5 days ago,FALSE,16866865,11519 Mesa Madera Ct,92131,San Diego,CA,32.90583,-117.086876,4750,2,4,1957,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1303200,4495,FALSE,FALSE,FOR_RENT,4750,TRUE,FALSE,FALSE,USD,USA,741724,FALSE,,,,,,,,,,,,,,,,,,,
56,52513605,"$3,950/mo",$4.0K,4,2,1322,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/e16f244087c2a41285fa60908841e258-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/14515-Kittery-St-Poway-CA-92064/52513605_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"14515 Kittery St, Poway, CA 92064",FALSE,TRUE,FALSE,8/4/2023 0:00,451082690,32.953735,-117.01682,TIME_ON_INFO,5 days ago,FALSE,52513605,14515 Kittery St,92064,Poway,CA,32.953735,-117.01682,3950,2,4,1322,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,768500,3949,FALSE,FALSE,FOR_RENT,3950,TRUE,FALSE,FALSE,USD,USA,71569,FALSE,,,,,,,,,,,,,,,,,,,
57,2060448370,"$4,800/mo",$4.8K,4,2.5,1810,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/3777d1ebe5ca1c0aa96deeb175e292bb-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/5252-Trinidad-Way-San-Diego-CA-92114/2060448370_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"5252 Trinidad Way, San Diego, CA 92114",FALSE,FALSE,FALSE,9/1/2023 0:00,452437208,32.70048,-117.0817,TIME_ON_INFO,5 days ago,FALSE,2060448370,5252 Trinidad Way,92114,San Diego,CA,32.70048,-117.0817,4800,2.5,4,1810,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,847500,4300,FALSE,FALSE,FOR_RENT,4800,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,,,,,
58,17181040,"$4,500/mo",$4.5K,4,3,2520,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/4ff60343da123d9107eec775d1e56b71-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/1117-Camino-Biscay-Chula-Vista-CA-91910/17181040_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"1117 Camino Biscay, Chula Vista, CA 91910",FALSE,FALSE,FALSE,7/28/2023 0:00,481159658,32.642586,-117.0168,TIME_ON_INFO,5 days ago,FALSE,17181040,1117 Camino Biscay,91910,Chula Vista,CA,32.642586,-117.0168,4500,3,4,2520,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1091700,4500,FALSE,FALSE,FOR_RENT,4500,TRUE,FALSE,FALSE,USD,USA,656000,FALSE,,,,,,,,,,,,,,,,,,,
59,17083049,"$4,195/mo",$4.2K,4,2,1800,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/320822a4117d75397d5ae9dccf075cd7-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/2035-Paradise-St-San-Diego-CA-92114/17083049_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"2035 Paradise St, San Diego, CA 92114",FALSE,TRUE,FALSE,7/3/2023 0:00,518972388,32.727306,-117.05764,TIME_ON_INFO,6 days ago,FALSE,17083049,2035 Paradise St,92114,San Diego,CA,32.727306,-117.05764,4195,2,4,1800,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,807400,4495,FALSE,FALSE,FOR_RENT,4195,TRUE,FALSE,FALSE,USD,USA,485245,FALSE,,,,,,,,,,,,,,,,,,,
60,16869735,"$3,850/mo",$3.9K,4,2.5,2110,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/b5c536a44eb1861a3f1c723226956648-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/5212-Caminito-Aruba-San-Diego-CA-92124/16869735_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"5212 Caminito Aruba, San Diego, CA 92124",FALSE,TRUE,FALSE,,539366115,32.825516,-117.115364,TIME_ON_INFO,6 days ago,FALSE,16869735,5212 Caminito Aruba,92124,San Diego,CA,32.825516,-117.115364,3850,2.5,4,2110,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,914900,4500,FALSE,FALSE,FOR_RENT,3850,TRUE,FALSE,FALSE,USD,USA,491312,FALSE,,,,,,,,,,,,,,,,,,,
61,16900618,"$4,600/mo",$4.6K,4,3,2064,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/292d762f9e65c60632a93ccf5a5c59ab-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/8136-Starview-Dr-El-Cajon-CA-92021/16900618_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"8136 Starview Dr, El Cajon, CA 92021",FALSE,FALSE,FALSE,7/25/2023 0:00,540879918,32.82502,-116.92314,TIME_ON_INFO,6 days ago,FALSE,16900618,8136 Starview Dr,92021,El Cajon,CA,32.82502,-116.92314,4600,3,4,2064,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,797300,4364,FALSE,FALSE,FOR_RENT,4600,TRUE,FALSE,FALSE,USD,USA,110765,FALSE,,,,,,,,,,,,,,,,,,,
62,16812069,"$5,000/mo",$5.0K,4,2.5,1982,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/88a8f95c96d4f2ac4d56483ec8c19047-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/11624-Springside-Rd-San-Diego-CA-92128/16812069_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"11624 Springside Rd, San Diego, CA 92128",FALSE,TRUE,FALSE,,542327403,32.94759,-117.08328,TIME_ON_INFO,6 days ago,FALSE,16812069,11624 Springside Rd,92128,San Diego,CA,32.94759,-117.08328,5000,2.5,4,1982,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1304300,4495,FALSE,FALSE,FOR_RENT,5000,TRUE,FALSE,FALSE,USD,USA,719079,FALSE,,,,,,,,,,,,,1.68923E+12,-500,,$500 (Jul 13),,,
63,16862680,"$8,200/mo",$8.2K,4,3,2600,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/31d1e5fd9fbe808302ad3181ec40cb61-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/4885-Frink-Ave-San-Diego-CA-92117/16862680_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"4885 Frink Ave, San Diego, CA 92117",FALSE,TRUE,FALSE,8/14/2023 0:00,551540033,32.83389,-117.19128,TIME_ON_INFO,6 days ago,FALSE,16862680,4885 Frink Ave,92117,San Diego,CA,32.83389,-117.19128,8200,3,4,2600,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1161400,5350,FALSE,FALSE,FOR_RENT,8200,TRUE,FALSE,FALSE,USD,USA,624684,FALSE,,,,,,,,,,,,,,,,,,,
64,2056296024,"$3,900/mo",$3.9K,4,2.5,1700,FOR_RENT,Apartment for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/702d9939624eb92bcdf6ab14edc72e37-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/188-River-Rock-Ct-188-Santee-CA-92071/2056296024_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"188 River Rock Ct #188, Santee, CA 92071",FALSE,TRUE,FALSE,8/4/2023 0:00,554457360,32.845726,-116.988976,TIME_ON_INFO,6 days ago,FALSE,2056296024,188 River Rock Ct #188,92071,Santee,CA,32.845726,-116.988976,3900,2.5,4,1700,APARTMENT,FOR_RENT,-1,TRUE,FALSE,FALSE,,,FALSE,FALSE,FOR_RENT,3900,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,# 188,,,,
65,120789917,"$6,000/mo",$6.0K,4,3.5,3232,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/70a61186465c1420fbe2360346f2046e-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/11033-Rose-Meadow-Rd-Lakeside-CA-92040/120789917_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"11033 Rose Meadow Rd, Lakeside, CA 92040",FALSE,TRUE,FALSE,8/15/2023 0:00,555541457,32.858444,-116.95848,TIME_ON_INFO,6 days ago,FALSE,120789917,11033 Rose Meadow Rd,92040,Lakeside,CA,32.858444,-116.95848,6000,3.5,4,3232,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1161500,5195,FALSE,FALSE,FOR_RENT,6000,TRUE,FALSE,FALSE,USD,USA,696493,FALSE,,,,,,,,,,,,,1.69079E+12,-250,,$250 (Jul 31),,,
66,16934353,"$5,595/mo",$5.6K,4,2,2001,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/28e5491f9eb6d51881cd1792ec2eeecd-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/2135-Erie-St-San-Diego-CA-92110/16934353_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"2135 Erie St, San Diego, CA 92110",FALSE,FALSE,FALSE,10/1/2023 0:00,564710854,32.783714,-117.20295,TIME_ON_INFO,6 days ago,FALSE,16934353,2135 Erie St,92110,San Diego,CA,32.783714,-117.20295,5595,2,4,2001,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1475200,5998,FALSE,FALSE,FOR_RENT,5595,TRUE,FALSE,FALSE,USD,USA,906999,FALSE,,,,,,,,,,,,,1.69087E+12,-1400,,"$1,400 (Aug 1)",,,
67,2056300309,"$4,200/mo",$4.2K,4,4,1733,FOR_RENT,Townhouse for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/90907e39cce2d79336850283b674d5b8-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/10240-Daybreak-Ln-Santee-CA-92071/2056300309_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"10240 Daybreak Ln, Santee, CA 92071",FALSE,FALSE,FALSE,7/25/2023 0:00,566803693,32.835636,-116.9743,TIME_ON_INFO,6 days ago,FALSE,2056300309,10240 Daybreak Ln,92071,Santee,CA,32.835636,-116.9743,4200,4,4,1733,TOWNHOUSE,FOR_RENT,-1,FALSE,FALSE,FALSE,,,FALSE,FALSE,FOR_RENT,4200,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,,,,,
68,16874329,"$4,200/mo",$4.2K,4,2,1968,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/1442caa9b0622acbbdc93578c58a4f58-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/11608-Oak-Creek-Dr-Lakeside-CA-92040/16874329_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"11608 Oak Creek Dr, Lakeside, CA 92040",FALSE,FALSE,FALSE,7/17/2023 0:00,574086330,32.888496,-116.95763,TIME_ON_INFO,6 days ago,FALSE,16874329,11608 Oak Creek Dr,92040,Lakeside,CA,32.888496,-116.95763,4200,2,4,1968,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,949700,4584,FALSE,FALSE,FOR_RENT,4200,TRUE,FALSE,FALSE,USD,USA,596440,FALSE,,,,,,,,,,,,,,,,,,,
69,2056304929,"$3,500/mo",$3.5K,4,2.5,1404,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/764551d50d8a5b60f768938534083a4d-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/514-Hart-Dr-El-Cajon-CA-92021/2056304929_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"514 Hart Dr, El Cajon, CA 92021",FALSE,FALSE,FALSE,7/25/2023 0:00,575329574,32.8115,-116.9567,TIME_ON_INFO,6 days ago,FALSE,2056304929,514 Hart Dr,92021,El Cajon,CA,32.8115,-116.9567,3500,2.5,4,1404,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,,,FALSE,FALSE,FOR_RENT,3500,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,,,,,
70,52523319,"$5,600/mo",$5.6K,4,2,1800,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/f85da60633152d58c6e45e336e1a492b-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/1533-Applegate-St-Chula-Vista-CA-91913/52523319_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"1533 Applegate St, Chula Vista, CA 91913",FALSE,FALSE,FALSE,,582952598,32.624943,-116.98982,TIME_ON_INFO,6 days ago,FALSE,52523319,1533 Applegate St,91913,Chula Vista,CA,32.624943,-116.98982,5600,2,4,1800,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,846500,3949,FALSE,FALSE,FOR_RENT,5600,TRUE,FALSE,FALSE,USD,USA,391335,FALSE,,,,,,,,,,,,,,,,,,,
71,17133821,"$3,795/mo",$3.8K,4,2,1613,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/9ddb128f92b108a2c684b1b910292aa8-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/5214-Cezanne-Ln-Bonita-CA-91902/17133821_zpid/,ForRent,For Rent,TRUE,FALSE,FALSE,"5214 Cezanne Ln, Bonita, CA 91902",FALSE,TRUE,FALSE,,604336322,32.681545,-117.02637,3D_HOME,3D Tour,,17133821,5214 Cezanne Ln,91902,Bonita,CA,32.681545,-117.02637,3795,2,4,1613,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,760600,3699,FALSE,FALSE,FOR_RENT,3795,TRUE,FALSE,FALSE,USD,USA,304305,FALSE,,,,,,,,,,,,,1.69079E+12,-100,,$100 (Jul 31),,,
72,17186340,"$4,500/mo",$4.5K,4,3,2392,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/ce9dfbaa395bfd503b924600dc7f9471-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/2424-Steamboat-Springs-Ct-Chula-Vista-CA-91915/17186340_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"2424 Steamboat Springs Ct, Chula Vista, CA 91915",FALSE,TRUE,FALSE,7/24/2023 0:00,629989569,32.632244,-116.95363,TIME_ON_INFO,7 days ago,FALSE,17186340,2424 Steamboat Springs Ct,91915,Chula Vista,CA,32.632244,-116.95363,4500,3,4,2392,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1001100,4535,FALSE,FALSE,FOR_RENT,4500,TRUE,FALSE,FALSE,USD,USA,416624,FALSE,,,,,,,,,,,,,,,,,,,
73,112747364,"$6,500/mo",$6.5K,4,3,2624,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/726119da47d552d393f9ca7dee6f4757-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/13551-Chamise-Vista-Ln-San-Diego-CA-92130/112747364_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"13551 Chamise Vista Ln, San Diego, CA 92130",FALSE,TRUE,FALSE,9/1/2023 0:00,639153031,32.96807,-117.180824,TIME_ON_INFO,7 days ago,FALSE,112747364,13551 Chamise Vista Ln,92130,San Diego,CA,32.96807,-117.180824,6500,3,4,2624,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1888900,6496,FALSE,FALSE,FOR_RENT,6500,TRUE,FALSE,FALSE,USD,USA,839976,FALSE,,,,,,,,,,,,,,,,,,,
74,17195977,"$5,850/mo",$5.9K,4,2,1818,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/d96f5e3dc57ee498d7ab94f5af2bf38c-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/5920-Noraak-Ct-La-Mesa-CA-91942/17195977_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"5920 Noraak Ct, La Mesa, CA 91942",FALSE,FALSE,FALSE,7/25/2023 0:00,639362725,32.78729,-117.03289,TIME_ON_INFO,7 days ago,FALSE,17195977,5920 Noraak Ct,91942,La Mesa,CA,32.78729,-117.03289,5850,2,4,1818,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1355300,4190,FALSE,FALSE,FOR_RENT,5850,TRUE,FALSE,FALSE,USD,USA,84412,FALSE,,,,,,,,,,,,,,,,,,,
75,17006550,"$4,899/mo",$4.9K,4,2,1582,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/970325343d10afa2373d38b69cf97bed-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/6044-Tarragona-Dr-San-Diego-CA-92115/17006550_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"6044 Tarragona Dr, San Diego, CA 92115",FALSE,FALSE,FALSE,9/15/2023 0:00,648438987,32.75694,-117.06521,TIME_ON_INFO,7 days ago,FALSE,17006550,6044 Tarragona Dr,92115,San Diego,CA,32.75694,-117.06521,4899,2,4,1582,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,979000,4500,FALSE,FALSE,FOR_RENT,4899,TRUE,FALSE,FALSE,USD,USA,654356,FALSE,,,,,,,,,,,,,1.69053E+12,-100,,$100 (Jul 28),,,
76,99586782,"$6,300/mo",$6.3K,4,3,2596,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/998e25900cb7cd8f9d28a6b7a1f91f8e-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/13576-Lopelia-Meadows-Pl-San-Diego-CA-92130/99586782_zpid/,ForRent,For Rent,FALSE,TRUE,FALSE,"13576 Lopelia Meadows Pl, San Diego, CA 92130",FALSE,TRUE,FALSE,8/15/2023 0:00,650215881,32.967957,-117.184875,VIDEO_WALKTHROUGH,Video Walkthrough,,99586782,13576 Lopelia Meadows Pl,92130,San Diego,CA,32.967957,-117.184875,6300,3,4,2596,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1935700,6496,FALSE,FALSE,FOR_RENT,6300,TRUE,FALSE,FALSE,USD,USA,1193086,FALSE,,,,,,,,,,,,,,,,,1,,
77,52521255,"$4,100/mo",$4.1K,4,3,1500,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/05bf7a91520aef5fc6d8e17a6c54b2fc-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/735-Osage-St-Spring-Valley-CA-91977/52521255_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"735 Osage St, Spring Valley, CA 91977",FALSE,TRUE,FALSE,8/5/2023 0:00,657064681,32.706917,-117.01867,TIME_ON_INFO,7 days ago,FALSE,52521255,735 Osage St,91977,Spring Valley,CA,32.706917,-117.01867,4100,3,4,1500,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,768900,3998,FALSE,FALSE,FOR_RENT,4100,TRUE,FALSE,FALSE,USD,USA,427684,FALSE,,,,,,,,,,,,,,,,,,,
78,17001300,"$8,000/mo",$8.0K,4,2,1325,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/5a78dd05d668847c5af62e815d88e67f-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/4765-Maple-Ave-La-Mesa-CA-91942/17001300_zpid/,ForRent,For Rent,TRUE,FALSE,FALSE,"4765 Maple Ave, La Mesa, CA 91942",FALSE,TRUE,FALSE,7/28/2023 0:00,672507595,32.765392,-117.0306,3D_HOME,3D Tour,,17001300,4765 Maple Ave,91942,La Mesa,CA,32.765392,-117.0306,8000,2,4,1325,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,887500,3699,FALSE,FALSE,FOR_RENT,8000,TRUE,FALSE,FALSE,USD,USA,62420,FALSE,,,,,,,,,,,,,,,,,,,
79,16790832,"$4,600/mo",$4.6K,4,2.5,1795,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/41e92c60f69ff63200e07481c81b44ef-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/10657-Glendover-Ln-San-Diego-CA-92126/16790832_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"10657 Glendover Ln, San Diego, CA 92126",FALSE,FALSE,FALSE,8/1/2023 0:00,735597188,32.911293,-117.170044,TIME_ON_INFO,8 days ago,FALSE,16790832,10657 Glendover Ln,92126,San Diego,CA,32.911293,-117.170044,4600,2.5,4,1795,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1102900,4500,FALSE,FALSE,FOR_RENT,4600,TRUE,FALSE,FALSE,USD,USA,283145,FALSE,,,,,,,,,,,,,1.69079E+12,-200,,$200 (Jul 31),,,
80,16870930,"$4,250/mo",$4.3K,4,2.5,1558,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/e45b1a3ca282c5f385f41ac53bd7e7f5-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/10579-Porto-Ct-San-Diego-CA-92124/16870930_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"10579 Porto Ct, San Diego, CA 92124",FALSE,FALSE,FALSE,8/19/2023 0:00,754291480,32.825527,-117.10343,TIME_ON_INFO,8 days ago,FALSE,16870930,10579 Porto Ct,92124,San Diego,CA,32.825527,-117.10343,4250,2.5,4,1558,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,933900,3979,FALSE,FALSE,FOR_RENT,4250,TRUE,FALSE,FALSE,USD,USA,410656,FALSE,,,,,,,,,,,,,,,,,,,
81,17196606,"$4,350/mo",$4.4K,4,3,2010,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/0fc5aeb7f2fd2bd8ef58bd3a015d197b-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/6736-Belle-Glade-Ave-San-Diego-CA-92119/17196606_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"6736 Belle Glade Ave, San Diego, CA 92119",FALSE,TRUE,FALSE,,801006900,32.798397,-117.046455,TIME_ON_INFO,9 days ago,FALSE,17196606,6736 Belle Glade Ave,92119,San Diego,CA,32.798397,-117.046455,4350,3,4,2010,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1181900,4500,FALSE,FALSE,FOR_RENT,4350,TRUE,FALSE,FALSE,USD,USA,328728,FALSE,,,,,,,,,,,,,,,,,,,
82,2056329903,"$4,000/mo",$4.0K,4,2.5,1853,FOR_RENT,Townhouse for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/df2004d9cadcb8a1546782052b32d3d2-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/6600-Reservoir-Ln-San-Diego-CA-92115/2056329903_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"6600 Reservoir Ln, San Diego, CA 92115",FALSE,FALSE,FALSE,7/22/2023 0:00,807685350,32.77291,-117.05507,TIME_ON_INFO,9 days ago,FALSE,2056329903,6600 Reservoir Ln,92115,San Diego,CA,32.77291,-117.05507,4000,2.5,4,1853,TOWNHOUSE,FOR_RENT,-1,FALSE,FALSE,FALSE,829500,,FALSE,FALSE,FOR_RENT,4000,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,,,,,
83,16775115,"$4,900/mo",$4.9K,4,3,2139,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/e9713b36ba8d898a5d488b0b6a9b28a7-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/8877-Adobe-Bluffs-Dr-San-Diego-CA-92129/16775115_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"8877 Adobe Bluffs Dr, San Diego, CA 92129",FALSE,FALSE,FALSE,7/25/2023 0:00,824783495,32.97397,-117.13783,TIME_ON_INFO,9 days ago,FALSE,16775115,8877 Adobe Bluffs Dr,92129,San Diego,CA,32.97397,-117.13783,4900,3,4,2139,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1460600,4900,FALSE,FALSE,FOR_RENT,4900,TRUE,FALSE,FALSE,USD,USA,939153,FALSE,,,,,,,,,,,,,,,,,,,
84,16805458,"$4,600/mo",$4.6K,4,3,2060,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/0dbf7ada2f7d586e07e87f8ed86f80ef-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/12860-Via-Caballo-Rojo-San-Diego-CA-92129/16805458_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"12860 Via Caballo Rojo, San Diego, CA 92129",FALSE,FALSE,FALSE,,834426448,32.951305,-117.11206,TIME_ON_INFO,9 days ago,FALSE,16805458,12860 Via Caballo Rojo,92129,San Diego,CA,32.951305,-117.11206,4600,3,4,2060,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1353200,4700,FALSE,FALSE,FOR_RENT,4600,TRUE,FALSE,FALSE,USD,USA,1011839,FALSE,,,,,,,,,,,,,1.68915E+12,-100,,$100 (Jul 12),,,
